date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:18:47	91160/91160	---M--	200	added ('OK')	text/html	etag:%2272cd14135d08f377b3b519cc424c75dc%22	http://tutorio-bootstrap.frontendmatter.com/student-billing-invoice.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-billing-invoice.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:49	98499/98499	---M--	200	added ('OK')	text/html	etag:%227bb309ea75b7e08ec0380b9c6bc23dd0%22	http://tutorio-bootstrap.frontendmatter.com/ui-buttons.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-buttons.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:51	120115/120115	---M--	200	added ('OK')	text/html	etag:%22642e14182cf09e850737121f33f17d13%22	http://tutorio-bootstrap.frontendmatter.com/ui-charts.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-charts.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:53	93572/93572	---M--	200	added ('OK')	text/html	etag:%22b42467e8be5bc9fee56fd9944701c64d%22	http://tutorio-bootstrap.frontendmatter.com/ui-avatars.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-avatars.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:55	101413/101413	---M--	200	added ('OK')	text/html	etag:%221fc3ad7276098bed5f0ef3aacd1871ea%22	http://tutorio-bootstrap.frontendmatter.com/ui-forms.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-forms.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:57	80305/80305	---M--	200	added ('OK')	text/html	etag:%223b875b31a0277ee7a4c6787d116490df%22	http://tutorio-bootstrap.frontendmatter.com/ui-loaders.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-loaders.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:59	105317/105317	---M--	200	added ('OK')	text/html	etag:%22100f96435503ae858f3c4a75b87eb3e5%22	http://tutorio-bootstrap.frontendmatter.com/ui-tables.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-tables.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:01	131487/131487	---M--	200	added ('OK')	text/html	etag:%22f5f2bf66f099b3caa235abba8a58c1e2%22	http://tutorio-bootstrap.frontendmatter.com/ui-cards.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-cards.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:03	76613/76613	---M--	200	added ('OK')	text/html	etag:%22cd8954dfbf66419aa5d0d0d1fdf4d795%22	http://tutorio-bootstrap.frontendmatter.com/ui-icons.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-icons.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:05	81851/81851	---M--	200	added ('OK')	text/html	etag:%22ba13a8ac48eb40c488236249dc818845%22	http://tutorio-bootstrap.frontendmatter.com/ui-tabs.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-tabs.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:07	84012/84012	---M--	200	added ('OK')	text/html	etag:%2262af925a92d5362ad674855a8468a72e%22	http://tutorio-bootstrap.frontendmatter.com/ui-alerts.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-alerts.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:09	78146/78146	---M--	200	added ('OK')	text/html	etag:%22efbf5bef6596af9f9be67e1d10c7a774%22	http://tutorio-bootstrap.frontendmatter.com/ui-badges.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-badges.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:11	84052/84052	---M--	200	added ('OK')	text/html	etag:%22403705e22610055cf7c48bb66e3c3aef%22	http://tutorio-bootstrap.frontendmatter.com/ui-progress.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-progress.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:13	90136/90136	---M--	200	added ('OK')	text/html	etag:%22ab82e8a322c87b6dfd3d6c5ed2f09625%22	http://tutorio-bootstrap.frontendmatter.com/ui-pagination.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/ui-pagination.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:15	1761/1761	---M--	200	added ('OK')	image/svg+xml	etag:%226223ec4c15e0286c575e9a86e595c78b%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/logo/white-100.svg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/logo/white-100.svg	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:21	21004/21004	---M--	200	added ('OK')	application/javascript	etag:%2256456db9d72a4b380ed3cb63095e6022%22	http://tutorio-bootstrap.frontendmatter.com/assets/vendor/popper.min.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/vendor/popper.min.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:22	18291/18291	---M--	200	added ('OK')	application/javascript	etag:%224a10bcfa0a9c9fa9d503b5a498cac31e%22	http://tutorio-bootstrap.frontendmatter.com/assets/vendor/perfect-scrollbar.min.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/vendor/perfect-scrollbar.min.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:25	86927/86927	---M--	200	added ('OK')	application/javascript	etag:%22a09e13ee94d51c524b7e2a728c7d4039%22	http://tutorio-bootstrap.frontendmatter.com/assets/vendor/jquery.min.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/vendor/jquery.min.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:28	1622/1622	---M--	200	added ('OK')	application/javascript	etag:%22becec84f0eeb76e68de05e529ce06679%22	http://tutorio-bootstrap.frontendmatter.com/assets/vendor/fix-footer.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/vendor/fix-footer.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:29	55775/55775	---M--	200	added ('OK')	application/javascript	etag:%226895e8cd60b62646ce12426015888f58%22	http://tutorio-bootstrap.frontendmatter.com/assets/vendor/bootstrap.min.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/vendor/bootstrap.min.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:30	42190/42190	---M--	200	added ('OK')	application/javascript	etag:%22022dffe6f8ad479ce31151b5d1eca5ae%22	http://tutorio-bootstrap.frontendmatter.com/assets/vendor/dom-factory.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/vendor/dom-factory.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:35	27966/27966	---M--	200	added ('OK')	application/javascript	etag:%22083f86600662e4be920984e0c1f4a857%22	http://tutorio-bootstrap.frontendmatter.com/assets/js/app.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/js/app.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:36	71032/71032	---M--	200	added ('OK')	application/javascript	etag:%22d4250d077f1e2f0c837c3dd8909c3dc0%22	http://tutorio-bootstrap.frontendmatter.com/assets/vendor/material-design-kit.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/vendor/material-design-kit.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:19:49	62360/62360	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22016c14adad95a0e21a2ae4fbc36955c6%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.eot	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.eot	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/material-icons.css)
00:19:57	158741/158741	---M--	200	added ('OK')	application/javascript	etag:%2297fc24605ac8278c6097b48ae533bf8a%22	http://tutorio-bootstrap.frontendmatter.com/assets/vendor/Chart.min.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/vendor/Chart.min.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:20:01	55088/55088	---M--	200	added ('OK')	font/woff2	etag:%228a9a261c8b8dfe90db11f1817a9d22e1%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.woff2	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.woff2	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/material-icons.css)
00:20:12	72260/72260	---M--	200	added ('OK')	font/woff	etag:%22c38ebd3cd38c98fbd16bf31d1d24ce64%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.woff	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.woff	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/material-icons.css)
00:20:30	161524/161524	---M--	200	added ('OK')	font/ttf	etag:%2255242ea5c378da626cab5b4aaf9c2255%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.ttf	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.ttf	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/material-icons.css)
00:20:34	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223186ebd2918491445ea391a4f74e8dd7%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.eot	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.eot	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:20:45	72148/72148	---M--	200	added ('OK')	font/woff2	etag:%22662c24d02ff1711bd01ec3868df8680b%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.woff2	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.woff2	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:20:51	84568/84568	---M--	200	added ('OK')	font/woff	etag:%22c7d7a2a1781e8da1dc85deb1e4f39b84%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.woff	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.woff	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:20:56	660056/660056	---M--	200	added ('OK')	image/svg+xml	etag:%22e4fed0a589f7130c6ef834a029854646%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.svg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.svg	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:21:04	483479/483479	---M--	200	added ('OK')	application/javascript	etag:%2295aa1db60b7f5b0a1980c18f6df9549c%22	http://tutorio-bootstrap.frontendmatter.com/assets/js/app-settings.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/js/app-settings.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:21:12	125016/125016	---M--	200	added ('OK')	font/ttf	etag:%22a995bae1d3cba3bdcf24071bf09b51c8%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.ttf	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.ttf	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:21:20	74320/74320	---M--	200	added ('OK')	font/woff2	etag:%223638e62ea50e6f5859b6a15276c25c87%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.woff2	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.woff2	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:21:31	96248/96248	---M--	200	added ('OK')	font/woff	etag:%229c73abbdbd6492778680163269b68345%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.woff	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.woff	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:21:34	186512/186512	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229a52a4e971938c52d6c541b9bf3dc2ec%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.eot	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.eot	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:21:36	816218/816218	---M--	200	added ('OK')	image/svg+xml	etag:%22c8ea4c79af12c22b2b6073999137156c%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.svg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.svg	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:21:44	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2280efa56be5eaebd06ea34f1adbad071c%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.eot	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.eot	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:21:51	769359/769359	---M--	200	added ('OK')	application/javascript	etag:%2275bc24c9c96c6199c15f58691bc3f6fe%22	http://tutorio-bootstrap.frontendmatter.com/assets/js/hljs.js	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/js/hljs.js	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:21:54	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2280efa56be5eaebd06ea34f1adbad071c%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.eot?	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400d41d.eot	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:21:55	13608/13608	---M--	200	added ('OK')	font/woff2	etag:%226a9d786e67d54419d8629081fbb555d6%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.woff2	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.woff2	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:21:57	186228/186228	---M--	200	added ('OK')	font/ttf	etag:%2220c189aa192501e4ec907d5f84e8fbb1%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.ttf	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.ttf	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:21:58	16812/16812	---M--	200	added ('OK')	font/woff	etag:%2272f15fa766bc05a4b3ecaa8579763f85%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.woff	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.woff	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:22:00	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223186ebd2918491445ea391a4f74e8dd7%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.eot?	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400d41d.eot	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:22:00	144523/144523	---M--	200	added ('OK')	image/svg+xml	etag:%22304f31f4585cf09768f9d4d69574d2d6%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.svg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.svg	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:22:02	6111/6111	---M--	200	added ('OK')	image/svg+xml	etag:%227d3fe9729bf14d219d41c068d69ab2c9%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/illustration/student/128/white.svg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/illustration/student/128/white.svg	(from http://tutorio-bootstrap.frontendmatter.com/login.html)
00:22:06	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%22fcb220ee57704c9c80680153bada946c%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.ttf	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.ttf	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:22:12	12621/12621	---M--	200	added ('OK')	image/png	etag:%225900b6cac9cb18a8dd9ec8e6e42844bc%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/sketch_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/sketch_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:12	21730/21730	---M--	200	added ('OK')	image/png	etag:%22c8c0c684770dbd3fd2c2e7d9b789756b%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/angular_routing_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/angular_routing_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:16	4962/4962	---M--	200	added ('OK')	image/png	etag:%2218c2201701ade7c2086d108ecd604d24%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/sketch_40x40@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/sketch_40x40@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:19	4384/4384	---M--	200	added ('OK')	image/png	etag:%22abff24eb506d9967ec2a666bbbbdce04%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/flinto_40x40@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/flinto_40x40@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:19	11576/11576	---M--	200	added ('OK')	image/png	etag:%22d1f588ec37a72cfa942ad0e0d74307b2%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/flinto_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/flinto_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:23	12565/12565	---M--	200	added ('OK')	image/png	etag:%22cd3bf53436076ce7b0818c586fb02fc5%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/photoshop_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/photoshop_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:23	5628/5628	---M--	200	added ('OK')	image/png	etag:%220df9c7d34c2f521a546a1d687643d10e%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/photoshop_40x40@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/photoshop_40x40@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:29	19202/19202	---M--	200	added ('OK')	image/png	etag:%2240f77525bc7272155abee5e4fa0f8dbe%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/mailchimp_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/mailchimp_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:29	186512/186512	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229a52a4e971938c52d6c541b9bf3dc2ec%22	http://tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.eot?	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900d41d.eot	(from http://tutorio-bootstrap.frontendmatter.com/assets/css/fontawesome.css)
00:22:29	8594/8594	---M--	200	added ('OK')	image/png	etag:%225740c14ba8b4c07f2f39d68842edfad0%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/mailchimp_40x40@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/mailchimp_40x40@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:32	3573/3573	---M--	200	added ('OK')	image/png	etag:%2205788a80254b0648a0dd50f2eababb53%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/figma_40x40@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/figma_40x40@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:32	12326/12326	---M--	200	added ('OK')	image/png	etag:%220d3c2b6bd29d4808819f60e7951272e6%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/figma_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/figma_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:34	10030/10030	---M--	200	added ('OK')	image/png	etag:%22918916ad99ccf51c17ed15a2abec2452%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/xd_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/xd_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:34	2972/2972	---M--	200	added ('OK')	image/png	etag:%228d7723b69fbfe8c1373204dd5260485c%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/xd_40x40@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/xd_40x40@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:38	10417/10417	---M--	200	added ('OK')	image/png	etag:%22f2d97872aadbda35f074d4308cc7ba70%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/invision_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/invision_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:40	3246/3246	---M--	200	added ('OK')	image/png	etag:%224d3647db611212ae3bb145c4eb7abb7a%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/invision_40x40@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/invision_40x40@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:42	11403/11403	---M--	200	added ('OK')	image/png	etag:%229e80bf2be82cd8d0e1a3e7b9a704edc3%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/craft_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/craft_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:44	4488/4488	---M--	200	added ('OK')	image/png	etag:%22487ffbd6f4c9d0de6777db19eaab9f92%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/craft_40x40@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/craft_40x40@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:44	281149/281149	---M--	200	added ('OK')	image/jpeg	etag:%225bd5056370c90aadd5c3fc4d32958dfa%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/1280_writing-down-goals_4460x4460.jpg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/1280_writing-down-goals_4460x4460.jpg	(from http://tutorio-bootstrap.frontendmatter.com/library.html)
00:22:48	170213/170213	---M--	200	added ('OK')	text/html	etag:%229c88b72a92aae65cda29a3797c043239%22	http://tutorio-bootstrap.frontendmatter.com/library-filters-development.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/library-filters-development.html	(from http://tutorio-bootstrap.frontendmatter.com/library-development.html)
00:22:52	62075/62075	---M--	200	added ('OK')	image/jpeg	etag:%22417633be2c3758a27f495f14d43bbaf8%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/1280_15ntkpxqt54y-sai-kiran-anagani.jpg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/1280_15ntkpxqt54y-sai-kiran-anagani.jpg	(from http://tutorio-bootstrap.frontendmatter.com/library-development.html)
00:22:52	21003/21003	---M--	200	added ('OK')	image/png	etag:%224a271ca08801d059a3689f52c86ca185%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/angular_services_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/angular_services_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/library-development.html)
00:22:54	6518/6518	---M--	200	added ('OK')	image/jpeg	etag:%220f26baec3d84dba9009096120a6f94b0%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/people/110/woman-1.jpg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/people/110/woman-1.jpg	(from http://tutorio-bootstrap.frontendmatter.com/library-development.html)
00:22:56	6212/6212	---M--	200	added ('OK')	image/jpeg	etag:%22a4dfddc50c3a5bf5e8df5355292c2fca%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/people/110/guy-3.jpg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/people/110/guy-3.jpg	(from http://tutorio-bootstrap.frontendmatter.com/library-development.html)
00:22:58	4271/4271	---M--	200	added ('OK')	image/jpeg	etag:%2278712832f447bf9fd7b48b19a4b84df9%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/people/50/guy-6.jpg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/people/50/guy-6.jpg	(from http://tutorio-bootstrap.frontendmatter.com/course.html)
